run_id,scenario,window_start,window_end,throughput_mbps,pdr_percent,avg_delay_s,tx_packets,rx_packets,rx_bytes,udp_rx_in_window,udp_expected_in_window,udp_loss_percent,overhead_ratio,hello_count,olsr_control_bytes_with_hello,path_hops_internal,min_attacker_trust,avg_attacker_trust,blacklist_max_size,mac_tx_in_window,mac_drop_in_window,mac_tx_total,mac_drop_total
101,baseline,120.000000,160.000000,0.001944,100.000000,0.015491,18,18,9720,18,18,0.000000,25.113169,1000,244100,3,1.000000,1.000000,0,1644,0,6362,0
101,attack_only,220.000000,260.000000,0.001944,100.000000,0.005968,18,18,9720,18,18,0.000000,25.468313,1000,247552,3,1.000000,1.000000,0,1690,0,10519,0
101,defense_only,320.000000,360.000000,0.001944,100.000000,0.012524,18,18,9720,18,18,0.000000,83.782305,1000,814364,3,1.000000,1.000000,0,2408,0,16511,0
101,defense_vs_attack,420.000000,460.000000,0.001944,100.000000,0.008507,18,18,9720,18,18,0.000000,85.784774,1000,833828,3,0.000000,0.897959,1,2491,0,22832,0
105,baseline,120.000000,160.000000,0.001944,100.000000,0.042034,18,18,9720,18,18,0.000000,33.002058,1000,320780,8,1.000000,1.000000,0,1923,0,6978,0
105,attack_only,220.000000,260.000000,0.001944,100.000000,0.015812,18,18,9720,18,18,0.000000,32.867901,1000,319476,8,1.000000,1.000000,0,1877,0,11432,0
105,defense_only,320.000000,360.000000,0.001836,94.444444,0.035291,18,17,9180,17,18,5.555556,98.023529,1000,899856,8,1.000000,1.000000,0,2504,0,17349,0
105,defense_vs_attack,420.000000,460.000000,0.001728,88.888889,0.111596,18,16,8640,16,18,11.111111,101.606019,1000,877876,10,0.000000,0.857143,1,2753,0,23627,0
107,baseline,120.000000,160.000000,0.001944,100.000000,0.026796,18,18,9720,18,18,0.000000,35.685185,1000,346860,5,1.000000,1.000000,0,1894,0,7126,0
107,attack_only,220.000000,260.000000,0.001944,100.000000,0.010543,18,18,9720,18,18,0.000000,36.549794,1000,355264,5,1.000000,1.000000,0,1916,0,11741,0
107,defense_only,320.000000,360.000000,0.001944,100.000000,0.021263,18,18,9720,18,18,0.000000,97.514403,1000,947840,5,1.000000,1.000000,0,2493,0,17726,0
107,defense_vs_attack,420.000000,460.000000,0.001944,100.000000,0.012313,18,18,9720,18,18,0.000000,94.948148,1000,922896,5,0.000000,0.877551,1,2379,0,23706,0
109,baseline,120.000000,160.000000,0.001944,100.000000,0.025887,18,18,9720,18,18,0.000000,31.874486,1000,309820,5,1.000000,1.000000,0,1949,0,7225,0
109,attack_only,220.000000,260.000000,0.001944,100.000000,0.010111,18,18,9720,18,18,0.000000,32.395473,1000,314884,5,1.000000,1.000000,0,1900,0,11889,0
109,defense_only,320.000000,360.000000,0.001944,100.000000,0.023425,18,18,9720,18,18,0.000000,83.007819,1000,806836,5,1.000000,1.000000,0,2520,0,18059,0
109,defense_vs_attack,420.000000,460.000000,0.001944,100.000000,0.011145,18,18,9720,18,18,0.000000,84.760905,1000,823876,5,0.000000,0.959184,1,2639,0,24395,0
110,baseline,120.000000,160.000000,0.001944,100.000000,0.022914,18,18,9720,18,18,0.000000,30.393004,1000,295420,4,1.000000,1.000000,0,1795,0,6848,0
110,attack_only,220.000000,260.000000,0.001944,100.000000,0.009413,18,18,9720,18,18,0.000000,30.562140,1000,297064,4,1.000000,1.000000,0,1789,0,11201,0
110,defense_only,320.000000,360.000000,0.001944,100.000000,0.016492,18,18,9720,18,18,0.000000,86.909053,1000,844756,4,1.000000,1.000000,0,2431,0,17038,0
110,defense_vs_attack,420.000000,460.000000,0.001944,100.000000,0.018108,18,18,9720,18,18,0.000000,89.956379,1000,874376,4,0.000000,0.816327,1,2420,0,22922,0
111,baseline,120.000000,160.000000,0.001944,100.000000,0.040884,18,18,9720,18,18,0.000000,25.544444,1000,248292,8,1.000000,1.000000,0,1834,0,6733,0
111,attack_only,220.000000,260.000000,0.001944,100.000000,0.016099,18,18,9720,18,18,0.000000,26.230864,1000,254964,8,1.000000,1.000000,0,1810,0,11060,0
111,defense_only,320.000000,360.000000,0.001944,100.000000,0.038514,18,18,9720,18,18,0.000000,81.897119,1000,796040,8,1.000000,1.000000,0,2697,0,17508,0
111,defense_vs_attack,420.000000,460.000000,0.001080,55.555556,0.038822,18,10,5400,10,18,44.444444,152.381481,1000,822860,8,0.000000,0.918367,1,2683,0,24087,0
113,baseline,120.000000,160.000000,0.001944,100.000000,0.020848,18,18,9720,18,18,0.000000,30.232510,1000,293860,4,1.000000,1.000000,0,1799,0,6574,0
113,attack_only,220.000000,260.000000,0.000000,0.000000,0.000000,18,0,0,0,18,100.000000,0.000000,1000,293784,5,1.000000,1.000000,0,1711,0,10797,0
113,defense_only,320.000000,360.000000,0.001944,100.000000,0.012749,18,18,9720,18,18,0.000000,99.494239,1000,967084,4,1.000000,1.000000,0,2427,0,16845,0
113,defense_vs_attack,420.000000,460.000000,0.001944,100.000000,0.018724,18,18,9720,18,18,0.000000,98.200000,1000,954504,4,0.000000,0.836735,1,2549,0,22995,0
116,baseline,120.000000,160.000000,0.001944,100.000000,0.025776,18,18,9720,18,18,0.000000,31.783128,1000,308932,5,1.000000,1.000000,0,1834,0,6762,0
116,attack_only,220.000000,260.000000,0.001944,100.000000,0.010700,18,18,9720,18,18,0.000000,31.781070,1000,308912,5,1.000000,1.000000,0,1803,0,11178,0
116,defense_only,320.000000,360.000000,0.001944,100.000000,0.021435,18,18,9720,18,18,0.000000,84.026337,1000,816736,5,1.000000,1.000000,0,2364,0,16958,0
116,defense_vs_attack,420.000000,460.000000,0.001512,77.777778,0.023429,18,14,7560,14,18,22.222222,109.291005,1000,826240,5,0.000000,0.877551,1,2421,0,22828,0
119,baseline,120.000000,160.000000,0.001944,100.000000,0.016021,18,18,9720,18,18,0.000000,25.751029,1000,250300,3,1.000000,1.000000,0,1666,0,6324,0
119,attack_only,220.000000,260.000000,0.001944,100.000000,0.006382,18,18,9720,18,18,0.000000,24.925514,1000,242276,3,1.000000,1.000000,0,1635,0,10354,0
119,defense_only,320.000000,360.000000,0.001944,100.000000,0.012686,18,18,9720,18,18,0.000000,87.997119,1000,855332,3,1.000000,1.000000,0,2430,0,16240,0
119,defense_vs_attack,420.000000,460.000000,0.001728,88.888889,0.011174,18,16,8640,16,18,11.111111,103.624074,1000,895312,3,0.000000,0.795918,1,2530,0,22327,0
